Identifier (RIC),Company Name,"ESG Score
(FY0)
(Σ=Avg)","ESG Period Last Update Date
(FY0)","ESG Score
(FY-1)
(Σ=Avg)","YoY % Chg in
ESG Score
(FY0)
(Σ=Avg)",Ticker Symbol,TRBC Economic Sector Name,"Original Announcement Date Time
(FY0)","Market Cap
(Σ=Avg)","Beta
(Σ=Avg)"
NSSC.OQ,NAPCO Security Technologies Inc,15.99 (D),29/03/2023,9.98 (D),60.2% (D-),NSSC,Technology,29/08/2022,"1,237,963,239.42",1.17
OOMA.N,Ooma Inc,15.91 (D),29/03/2023,13.98 (D),13.8% (D-),OOMA,Technology,02/03/2023,"317,440,000.00",0.85
GSAT.A,Globalstar Inc,15.76 (D),29/03/2023,15.90 (D),-0.8% (D),GSAT,Technology,01/03/2023,"1,937,770,000.00",0.61
VUZI.OQ,Vuzix Corp,15.14 (D),29/03/2023,16.40 (D),-7.7% (D),VUZI,Technology,01/03/2023,"249,670,312.30",1.96
AEVA.N,Aeva Technologies Inc,15.08 (D),29/03/2023,,,AEVA,Technology,22/03/2023,"228,560,136.48",1.56
CASA.OQ,Casa Systems Inc,14.53 (D),31/03/2023,13.76 (D),5.6% (D-),CASA,Technology,14/03/2023,"112,190,798.96",1.07
AAOI.OQ,Applied Optoelectronics Inc,14.33 (D),29/03/2023,17.34 (D+),-17.4% (D),AAOI,Technology,23/02/2023,"62,173,133.24",1.35
SEER.OQ,Seer Inc,14.29 (D),31/03/2023,8.42 (D),69.7% (D-),SEER,Technology,02/03/2023,"237,129,837.60",2.64
KOPN.OQ,Kopin Corp,14.26 (D),29/03/2023,13.38 (D),6.6% (D-),KOPN,Technology,14/03/2023,"112,663,751.69",2.48
PLAB.OQ,Photronics Inc,13.85 (D),31/03/2023,18.13 (D+),-23.6% (D),PLAB,Technology,13/12/2022,"958,985,171.40",1.19
DM.N,Desktop Metal Inc,13.07 (D),29/03/2023,9.73 (D),34.3% (D-),DM,Technology,01/03/2023,"644,003,837.62",0.64
INVE.OQ,Identiv Inc,12.90 (D),29/03/2023,12.01 (D),7.4% (D-),INVE,Technology,02/03/2023,"143,301,967.84",1.57
ATOM.OQ,Atomera Inc,12.59 (D),29/03/2023,11.73 (D),7.3% (D-),ATOM,Technology,15/02/2023,"143,495,751.51",1.58
CRSR.OQ,Corsair Gaming Inc,11.75 (D),29/03/2023,8.54 (D),37.5% (D-),CRSR,Technology,09/02/2023,"1,793,300,363.73",1.48
TNTRQ.PK,Tintri Inc,9.25 (D),09/03/2023,,,TNTRQ,Technology,05/03/2018,33.59,1.09
ETCIA.PK,Electronic Tele-Communications Inc,,,,,ETCIA,Technology,19/03/2021,"52,692.09",1.25
FKWL.OQ,Franklin Wireless Corp,,,,,FKWL,Technology,13/09/2022,"57,625,129.20",0.11
AHIX.PK,ALUF Holdings Inc,,,,,AHIX,Technology,13/04/2015,"8,862,548.27",
AEY.OQ,ADDvantage Technologies Group Inc,,,,,AEY,Technology,21/03/2023,"15,827,876.96",0.52
GAEX.PK,GA Express Inc,,,,,GAEX,Technology,,16.74,
CLRO.OQ,Clearone Inc,,,,,CLRO,Technology,31/03/2023,"31,861,170.11",1.06
RSTN.PK,RDE Inc,,,,,RSTN,Technology,10/11/2005,"49,533,323.00",
STNX.PK,Startronix International Inc,,,,,STNX,Technology,,"2,599.07",
BCNN.PK,Balincan USA Inc,,,,,BCNN,Technology,15/04/2010,"1,276,854.20",
ZMA.V,ZoomAway Technologies Inc,,,,,ZMA,Technology,22/04/2022,"2,366,288.63",1.58
ANDR.PK,Andrea Electronics Corp,,,,,ANDR,Technology,30/03/2023,"795,602.11",0.23
IEHC.PK,IEH Corp,,,,,IEHC,Technology,08/10/2020,"15,975,491.74",0.64
ISOL.PK,1mage Software Inc,,,,,ISOL,Technology,15/04/2005,"1,981.56",
THMO.OQ,Thermogenesis Holdings Inc,,,,,THMO,Technology,30/03/2023,"3,532,959.46",2.53
ARTM.PK,American Nortel Communications Inc,,,,,ARTM,Technology,24/10/2013,"1,240,542.44",
IOMT.PK,Isomet Corp,,,,,IOMT,Technology,15/03/2002,"48,974.16",
GPTX.PK,Global Payment Technologies Inc,,,,,GPTX,Technology,23/01/2008,7.72,
JACO.PK,Jaco Electronics Inc,,,,,JACO,Technology,29/09/2008,6.29,
BLLI.PK,Bell Industries Inc,,,,,BLLI,Technology,26/04/2011,"21,454,290.00",
ISGN.PK,iSign Solutions Inc,,,,,ISGN,Technology,31/03/2023,"2,026,688.00",0.26
TGHI.PK,Touchpoint Group Holdings Inc,,,,,TGHI,Technology,15/04/2022,"344,248.89",1.53
KTCC.OQ,Key Tronic Corp,,,,,KTCC,Technology,09/08/2022,"75,871,190.55",1.46
KOSS.OQ,Koss Corp,,,,,KOSS,Technology,25/08/2022,"41,354,077.50",-0.43
FRTN.PK,Fortran Corp,,,,,FRTN,Technology,06/10/2014,"2,133,810.55",
CSPI.OQ,CSP Inc,,,,,CSPI,Technology,08/12/2022,"66,282,589.60",1.19
SLNH.OQ,Soluna Holdings Inc,,,,,SLNH,Technology,31/03/2022,"15,538,446.90",1.85
HGBL.OQ,Heritage Global Inc,,,,,HGBL,Technology,09/03/2023,"102,302,130.29",0.44
CBEX.PK,Cambex Corp,,,,,CBEX,Technology,30/03/2007,"2,342.93",
CTXV.PK,CTX Virtual Technologies Inc,,,,,CTXV,Technology,,23.93,
TIPS.PK,Tianrong Internet Products and Services Inc,,,,,TIPS,Technology,28/02/2013,"10,390,088.87",
MFCO.PK,Microwave Filter Company Inc,,,,,MFCO,Technology,14/02/2023,"1,933,134.00",0.28
CRMK.PK,Cermetek Microelectronics Inc,,,,,CRMK,Technology,,"197,229.89",
TERA.PK,Gulf & Western Company Inc,,,,,TERA,Technology,30/03/2005,134.77,
DAIO.OQ,Data I/O Corp,,,,,DAIO,Technology,23/02/2023,"42,767,668.60",0.99
MDEA.PK,Media 100 Inc,,,,,MDEA,Technology,23/01/2003,13.2,
HZHI.PK,Horizons Holdings International Corp,,,,,HZHI,Technology,27/09/2010,"3,723.10",
NWBD.PK,New World Brands Inc,,,,,NWBD,Technology,15/04/2010,480.58,
EGYF.PK,Energy Finders Inc,,,,,EGYF,Technology,,"11,158,772.85",
ISDR.A,Issuer Direct Corp,,,,,ISDR,Technology,02/03/2023,"78,322,473.20",0.86
TLPC.PK,Telpac Industries Inc,,,,,TLPC,Technology,,292.73,
CIO.AX,Connected IO Ltd,,,,,CIO,Technology,30/09/2022,"3,844,404.83",0.7
DYNE.PK,Dyntek Inc,,,,,DYNE,Technology,10/09/2018,"23,211,986.65",
NSYS.OQ,Nortech Systems Inc,,,,,NSYS,Technology,16/03/2023,"26,304,165.42",0.67
YUKA.PK,Yuka Group Inc,,,,,YUKA,Technology,,"1,105,905.47",
WAXS.PK,World Access Inc,,,,,WAXS,Technology,23/02/2000,73.39,
AWRE.OQ,Aware Inc,,,,,AWRE,Technology,09/03/2023,"39,258,536.90",0.3
BIGG.PK,Big Tree Group Inc,,,,,BIGG,Technology,14/05/2014,"2,221.22",
WAYS.PK,New York Holding Corp,,,,,WAYS,Technology,24/05/2022,"86,467,032.95",1.18
WTRO.PK,Wi-Tron Inc,,,,,WTRO,Technology,14/04/2008,383.89,
LTTC.PK,Lattice Inc,,,,,LTTC,Technology,14/04/2016,104.37,
TMLL.PK,Tele Group Corp,,,,,TMLL,Technology,08/10/2010,"18,309,325.76",
SODI.PK,Solitron Devices Inc,,,,,SODI,Technology,14/07/2022,"21,368,136.30",0.88
MCIM.PK,Macau Capital Investments Inc,,,,,MCIM,Technology,22/01/2018,"2,524,627.67",
PVSP.PK,Pervasip Corp,,,,,PVSP,Technology,15/12/2016,"2,664,615.98",
MAPT.PK,Maptelligent Inc,,,,,MAPT,Technology,31/03/2023,"226,013.23",6.21
EZEN.PK,Ezenia! Inc,,,,,EZEN,Technology,31/03/2011,"436,844.83",
TXCCQ.PK,TranSwitch Corp,,,,,TXCCQ,Technology,25/03/2013,46.64,
IBIN.PK,Ibsg International Inc,,,,,IBIN,Technology,18/03/2008,12.48,
TSRI.OQ,TSR Inc,,,,,TSRI,Technology,15/08/2022,"18,019,950.41",0.64
SIMC.PK,Simclar Inc,,,,,SIMC,Technology,31/03/2008,646.53,
TCCO.PK,Technical Communications Corp,,,,,TCCO,Technology,14/12/2022,"1,854,403.00",1.07
TSCC.PK,Technology Solutions Co,,,,,TSCC,Technology,10/03/2009,"1,796.11",
TNLX.PK,Trans Lux Corp,,,,,TNLX,Technology,31/03/2023,"6,992,063.52",-1.1
KSPN.OQ,Kaspien Holdings Inc,,,,,KSPN,Technology,29/04/2022,"3,573,629.21",0.99
CBRI.PK,CMTSU Liquidation Inc,,,,,CBRI,Technology,18/02/2016,"8,164.63",
EAXR.PK,Ealixir Inc,,,,,EAXR,Technology,19/09/2012,"229,123,765.00",
BKTI.A,BK Technologies Corp,,,,,BKTI,Technology,16/03/2023,"43,685,340.59",1.09
SOSO.PK,Storage Computer Corp,,,,,SOSO,Technology,01/04/2005,38.92,
FUUN.PK,Future Net Inc,,,,,FUUN,Technology,,,
UTRX.PK,Unitronix Corp,,,,,UTRX,Technology,08/11/2012,"860,571.49",
UUU.A,Universal Security Instruments Inc,,,,,UUU,Technology,14/07/2022,"5,111,480.27",1.37
VCON.PK,Vicon Industries Inc,,,,,VCON,Technology,11/01/2019,"570,440.00",1.25
DPLS.PK,Darkpulse Inc,,,,,DPLS,Technology,15/04/2022,"24,705,561.96",
ARCW.PK,RM2 International Inc,,,,,ARCW,Technology,28/09/2018,"114,053,072.00",0.91
CVST.PK,Covista Communications Inc,,,,,CVST,Technology,29/04/2005,"217,829.64",
WGNR.PK,Wegener Corp,,,,,WGNR,Technology,17/12/2012,"380,058.71",
YTY.V,Wi2wi Corp,,,,,YTY,Technology,18/04/2022,"2,272,749.49",1.11
PRKR.PK,ParkerVision Inc,,,,,PRKR,Technology,28/03/2023,"10,311,785.50",1.89
TVCE.PK,Tvc Telecom Inc,,,,,TVCE,Technology,30/03/2004,156.18,
DEMO.PK,Democrasoft Inc,,,,,DEMO,Technology,11/05/2011,"4,349.05",
NTAC.PK,New Technology Acquisition Holdings,,,,,NTAC,Technology,27/10/2017,"1,781,114.61",0.72
SMRL.PK,Simtrol Inc,,,,,SMRL,Technology,26/03/2010,15.09,
MPEG.PK,Innovacom Inc,,,,,MPEG,Technology,24/02/2000,"37,986.20",
PAYD.PK,Paid Inc,,,,,PAYD,Technology,31/03/2023,"14,244,324.34",-0.24
NADA.PK,North American Datacom Inc,,,,,NADA,Technology,,"10,436.77",
CCTL.PK,Coin Citadel,,,,,CCTL,Technology,,"1,121,201.79",
GITH.PK,Global It Holdings Inc,,,,,GITH,Technology,,429.9,
QMCI.PK,QuoteMedia Inc,,,,,QMCI,Technology,31/03/2023,"23,524,227.48",0.47
RWWI.PK,Rand Worldwide Inc,,,,,RWWI,Technology,15/09/2015,"789,085,350.00",
ABIT.PK,Athena Bitcoin Global,,,,,ABIT,Technology,16/05/2022,"655,113,527.20",3.5
SQCC.PK,Square Chain Corp,,,,,SQCC,Technology,05/07/2016,"50,628.62",
OBLG.OQ,Oblong Inc,,,,,OBLG,Technology,01/02/2023,"3,267,450.00",2.65
VBTC.PK,Vubotics Inc,,,,,VBTC,Technology,02/04/2007,52.77,
DTRK.PK,DATATRAK International Inc,,,,,DTRK,Technology,24/03/2020,"1,502,153.95",2.19
PSWR.PK,Prism Software Corp,,,,,PSWR,Technology,,"14,159.15",
INOW.PK,Ifnw Dissolution Corp,,,,,INOW,Technology,,"1,018.87",
HYDN.PK,Vertel Corp,,,,,HYDN,Technology,12/03/2003,,
ACFN.PK,Acorn Energy Inc,,,,,ACFN,Technology,16/03/2023,"13,120,004.37",0.83
EOSC.PK,Electro Optical Systems Corp,,,,,EOSC,Technology,,,
NUVR.PK,Nuvera Communications Inc,,,,,NUVR,Technology,16/03/2023,"74,551,905.29",0.34
QNXC.PK,QENEX Communications Inc,,,,,QNXC,Technology,,"58,515.54",
AULT.A,Ault Alliance Inc,,,,,AULT,Technology,15/04/2022,"35,212,330.74",3.88
CPLT.PK,CommercePlanet Inc,,,,,CPLT,Technology,01/03/2007,2.28,
CRLI.PK,Circuit Research Labs Inc,,,,,CRLI,Technology,14/04/2008,"1,729.60",
TACT.OQ,TransAct Technologies Inc,,,,,TACT,Technology,08/03/2023,"66,371,324.36",1.81
VRTC.PK,Veritec Inc,,,,,VRTC,Technology,07/10/2022,"719,784.13",1.09
HMNY.PK,Helios and Matheson Analytics Inc,,,,,HMNY,Technology,17/04/2018,"3,001.39",1.09
VMSI.PK,Vita Mobile Systems Inc,,,,,VMSI,Technology,30/03/2013,"982,923.00",
WOWI.PK,Metro One Telecommunications Inc,,,,,WOWI,Technology,05/12/2022,"23,542,274.69",4.89
ADDC.PK,Addmaster Corp,,,,,ADDC,Technology,,"25,698,750.00",
STRH.PK,Star8 Corp,,,,,STRH,Technology,,"2,297,941.25",
DGIF.PK,Digital Info Security Co,,,,,DGIF,Technology,21/03/2000,"2,253.32",
AIFS.PK,Agent Information Software Inc,,,,,AIFS,Technology,05/04/2021,"8,663,383.50",0.54
RBTI.PK,Red Branch Technologies Inc,,,,,RBTI,Technology,,193.48,
OBCN.PK,Obocon Inc,,,,,OBCN,Technology,16/12/2019,"10,517.93",-0.67
CYBD.PK,Cyber Digital Inc,,,,,CYBD,Technology,30/06/2008,33.53,
EGIL.PK,Edgetech International Inc,,,,,EGIL,Technology,,157.65,
DION.PK,Dionics Inc,,,,,DION,Technology,30/03/2012,"9,576.66",
EKCS.PK,Electronic Control Security Inc,,,,,EKCS,Technology,16/10/2013,"591,833.81",
ELST.PK,Electronic Systems Technology Inc,,,,,ELST,Technology,15/03/2023,"1,385,020.56",0.38
INUV.A,Inuvo Inc,,,,,INUV,Technology,09/03/2023,"35,962,266.09",1.14
VPTV.PK,Genroco International Inc,,,,,VPTV,Technology,,"13,991,768.72",
OMQS.OQ,Omniq Corp,,,,,OMQS,Technology,31/03/2023,"33,422,342.72",0.65
HTSF.PK,Heartsoft Inc,,,,,HTSF,Technology,,18,
GOSN.PK,Gosun Communications Ltd Inc,,,,,GOSN,Technology,,,
SMAA.PK,SMA Alliance Inc,,,,,SMAA,Technology,,"2,335.61",
SPRS.PK,Surge Components Inc,,,,,SPRS,Technology,28/02/2022,"19,283,870.16",1.61
EMOR.PK,Healixa Inc,,,,,EMOR,Technology,,"146,742,800.84",
MPAD.PK,Micropac Industries Inc,,,,,MPAD,Technology,10/02/2023,"33,260,263.50",0.46
TJSS.PK,Taj Systems Inc,,,,,TJSS,Technology,,,
VRTK.PK,VarTech Systems Inc,,,,,VRTK,Technology,,"4,221,607.50",
RSKIA.PK,George Risk Industries Inc,,,,,RSKIA,Technology,15/08/2022,"53,742,918.70",0.41
SCIA.PK,SCI Engineered Materials Inc,,,,,SCIA,Technology,03/02/2023,"18,078,096.00",1.42
TMMI.PK,TMM Inc,,,,,TMMI,Technology,,"8,174,577.14",
SRCO.PK,Sparta Commercial Services Inc,,,,,SRCO,Technology,15/08/2022,"2,889,214.11",-0.43
WYY.A,WidePoint Corp,,,,,WYY,Technology,31/03/2023,"16,840,168.68",1.13
SSVC.PK,Secured Services Inc,,,,,SSVC,Technology,15/04/2005,18.41,
WULF.OQ,Terawulf Inc,,,,,WULF,Technology,,"186,082,413.32",1.85
ADSV.PK,Allied Security Innovations Inc,,,,,ADSV,Technology,10/01/2019,"41,123.97",1.97
SSCC.PK,Spirits Capital Corp,,,,,SSCC,Technology,13/04/2018,"189,434,940.00",
NPNTQ.PK,Northpoint Communications Group Inc,,,,,NPNTQ,Technology,09/02/2000,133.45,
WAVD.OQ,Wavedancer Inc,,,,,WAVD,Technology,12/04/2022,"5,362,520.33",1.36
CCTR.PK,China Crescent Enterprises Inc,,,,,CCTR,Technology,15/04/2011,"893,205.79",
ICOA.PK,ICOA Inc,,,,,ICOA,Technology,,"7,778,440.48",
SKVY.PK,Sentry Technology Corp,,,,,SKVY,Technology,28/03/2014,"19,640.55",
GAXY.PK,Galaxy Next Generation Inc,,,,,GAXY,Technology,23/09/2022,"272,503.50",5.9
IEXA.PK,iExalt Inc,,,,,IEXA,Technology,12/12/2001,222.05,
NMXS.PK,Net Medical Xpress Solutions Inc,,,,,NMXS,Technology,14/04/2017,"1,359,799.67",
ZVLO.PK,Zvelo Inc,,,,,ZVLO,Technology,22/01/2002,"159,162.35",
VIPK.PK,VIP Comlink Inc,,,,,VIPK,Technology,,3.44,
NMGC.PK,NeoMagic Corp,,,,,NMGC,Technology,17/05/2010,"533,246.11",
LPTH.OQ,LightPath Technologies Inc,,,,,LPTH,Technology,14/09/2022,"52,060,784.08",1.6
CLTY.PK,Celerity Solutions Inc,,,,,CLTY,Technology,,9.59,
WWRL.PK,World Wireless Communications Inc,,,,,WWRL,Technology,18/04/2003,"314,599.45",
NTPL.PK,Netplex Group Inc,,,,,NTPL,Technology,,33.21,
FBCE.PK,Fibercore Inc,,,,,FBCE,Technology,19/05/2003,68.88,
BSQR.OQ,Bsquare Corp,,,,,BSQR,Technology,07/03/2023,"21,979,097.90",1.27
VCST.PK,Viewcast.Com Inc,,,,,VCST,Technology,01/04/2013,"12,477.30",
COUV.PK,Corporate Universe Inc,,,,,COUV,Technology,,"2,765,498.35",
ITNF.PK,Internet Infinity Inc,,,,,ITNF,Technology,15/07/2013,"1,660,548.94",
IMCI.PK,Infinite Group Inc,,,,,IMCI,Technology,15/03/2022,"679,894.50",0.7
SPYR.PK,SPYR Inc,,,,,SPYR,Technology,15/04/2022,"666,278.77",2.24
HPTO.PK,hopTo Inc,,,,,HPTO,Technology,31/03/2022,"7,530,536.80",1.17
INTZ.OQ,Intrusion Inc,,,,,INTZ,Technology,06/03/2023,"26,772,725.70",0.33
SPDC.PK,Speed Commerce Inc,,,,,SPDC,Technology,15/06/2015,603.87,
MGTI.PK,MGT Capital Investments Inc,,,,,MGTI,Technology,31/03/2023,"4,342,625.42",
SOFO.OQ,Sonic Foundry Inc,,,,,SOFO,Technology,08/12/2022,"10,655,430.02",0.03
SORT.PK,IncJet Holding Inc,,,,,SORT,Technology,27/06/2013,"11,143,589.40",
GLBH.PK,Globaltech Holdings Inc,,,,,GLBH,Technology,,"16,181,104.04",
WSTL.PK,Westell Technologies Inc,,,,,WSTL,Technology,10/06/2022,"19,770,675.88",0.58
LMSC.PK,Live Microsystems Inc,,,,,LMSC,Technology,25/01/2013,31.01,
AMWK.PK,Ameristar Network Inc,,,,,AMWK,Technology,,"8,450.00",
CRWE.PK,Crown Equity Holdings Inc,,,,,CRWE,Technology,31/03/2023,"11,885,921.74",1.09
SDCH.PK,SideChannel Inc,,,,,SDCH,Technology,21/12/2022,"10,423,322.91",0.19
LINK.OQ,Interlink Electronics Inc,,,,,LINK,Technology,29/03/2023,"59,897,989.48",0.44
PMKY.PK,Pinkmonkey.Com Inc,,,,,PMKY,Technology,,37.49,
USDC.PK,USData Corp,,,,,USDC,Technology,28/03/2003,370.85,
TAIT.OQ,Taitron Components Inc,,,,,TAIT,Technology,31/03/2023,"21,526,286.20",1.04
MICS.OQ,Singing Machine Company Inc,,,,,MICS,Technology,14/07/2022,"5,738,931.38",0.35
UAMM.PK,Ua Multimedia Inc,,,,,UAMM,Technology,,"944,384.85",
SGMA.OQ,SigmaTron International Inc,,,,,SGMA,Technology,27/07/2022,"16,271,051.84",1.15
SMKG.PK,Smart Card Marketing Systems Inc,,,,,SMKG,Technology,,"5,410,812.67",
TLLEQ.PK,Teletouch Communications Inc,,,,,TLLEQ,Technology,29/08/2012,49.27,
CICN.PK,Cicero Inc,,,,,CICN,Technology,27/03/2020,"20,831.91",0.05
ATWT.PK,ATWEC Technologies Inc,,,,,ATWT,Technology,,"1,846,087.68",
SGUJ.PK,Saguaro Holdings Corp,,,,,SGUJ,Technology,,"2,405,269.24",
KARE.PK,Tech World Capital Inc,,,,,KARE,Technology,15/04/2003,"7,520.76",
NTWK.OQ,NetSol Technologies Inc,,,,,NTWK,Technology,27/09/2022,"30,240,996.72",0.72
ELCO.PK,Elcom International Inc,,,,,ELCO,Technology,10/09/2008,"5,019,800.00",
FLXI.PK,Flexiinternational Software Inc,,,,,FLXI,Technology,15/02/2004,"3,559,503.80",
CLMB.OQ,Climb Global Solutions Inc,,,,,CLMB,Technology,01/03/2023,"238,208,226.48",0.92
AVSR.PK,Avistar Communications Corp,,,,,AVSR,Technology,26/01/2012,"4,085.70",
TRT.A,Trio-Tech International,,,,,TRT,Technology,23/09/2022,"18,956,562.00",1.38
LWLG.OQ,Lightwave Logic Inc,,,,,LWLG,Technology,01/03/2023,"533,270,693.34",2.29
APVS.PK,Applied Visual Sciences Inc,,,,,APVS,Technology,17/07/2015,"10,772.86",
CGLO.PK,Coro Global Inc,,,,,CGLO,Technology,31/03/2021,"81,467.99",2.5
AMIH.PK,American International Holdings Corp,,,,,AMIH,Technology,29/03/2022,"50,989.43",0.38
SCKT.OQ,Socket Mobile Inc,,,,,SCKT,Technology,22/02/2023,"12,965,678.18",0.94
CNWT.PK,Cistera Networks Inc,,,,,CNWT,Technology,02/07/2013,"3,774.67",
STRB.PK,Strasbaugh,,,,,STRB,Technology,31/03/2010,14.71,
IBRC.PK,iBrands Corp,,,,,IBRC,Technology,,"20,248.53",
DYSL.PK,Dynasil Corporation of America,,,,,DYSL,Technology,26/12/2019,"37,507,262.50",0.03
EMAN.A,eMagin Corp,,,,,EMAN,Technology,09/03/2023,"171,513,051.84",2.06
CCVL.PK,Areti Web Innovations Inc,,,,,CCVL,Technology,07/10/2011,141.01,
KWIK.PK,Kwikclick Inc,,,,,KWIK,Technology,15/04/2022,"65,709,728.55",2.44
IBSS.PK,Integrated Business Systems and Services Inc,,,,,IBSS,Technology,15/04/2005,32.54,
EACC.PK,eAUTOCLAIMS Inc,,,,,EACC,Technology,19/12/2008,,
VCTL.PK,Rainmaker Systems Inc,,,,,VCTL,Technology,01/04/2014,42.25,
NXPL.OQ,NextPlat Corp,,,,,NXPL,Technology,31/03/2023,"28,593,229.50",0.92
LVLV.PK,Level Vision Electronics Ltd,,,,,LVLV,Technology,17/07/1997,"16,986.67",
BMNR.PK,Bitmine Immersion Technologies Inc,,,,,BMNR,Technology,09/12/2021,"30,242,573.28",1.27
VOYT.PK,Voyant International Corp,,,,,VOYT,Technology,09/04/2009,"2,562.83",
AEHR.OQ,Aehr Test Systems,,,,,AEHR,Technology,19/07/2022,"763,447,176.39",1.99
AQIS.PK,Aquis Communications Group Inc,,,,,AQIS,Technology,13/04/2004,179.61,
VIZG.PK,VisionGlobal Corp,,,,,VIZG,Technology,,"2,308.80",
IMKI.PK,Immediatek Inc,,,,,IMKI,Technology,31/03/2014,"191,974.26",
CSYS.PK,123CSS Corp,,,,,CSYS,Technology,12/07/2005,5.99,
ACRU.PK,AmeriCrew Inc,,,,,ACRU,Technology,,"33,105,290.40",1.56
GVP.OQ,GSE Systems Inc,,,,,GVP,Technology,30/03/2023,"12,532,821.40",1.26
DGMA.PK,Degama Software Solutions Inc,,,,,DGMA,Technology,28/04/2004,"2,533.54",
BKYI.OQ,BIO-Key International Inc,,,,,BKYI,Technology,31/03/2023,"7,352,403.20",0.94
CMFV.PK,Comf5 International Inc,,,,,CMFV,Technology,23/03/2009,"6,766.35",
ALLN.PK,Allin Corp,,,,,ALLN,Technology,29/03/2013,"9,236,268.00",
NEOM.PK,NeoMedia Technologies Inc,,,,,NEOM,Technology,03/03/2015,"508,841.52",
AREN.A,Arena Group Holdings Inc,,,,,AREN,Technology,16/03/2023,"85,919,128.44",1.21
MTNX.PK,Meltronix Inc,,,,,MTNX,Technology,,44.53,
SETY.PK,Star Entertainment Group Inc,,,,,SETY,Technology,,"71,744.44",
HULK.PK,Stan Lee Media Inc,,,,,HULK,Technology,,"5,535.66",
OLKR.PK,Openlocker Holdings Inc,,,,,OLKR,Technology,31/10/2022,"17,142,265.08",3.68
WHEN.PK,World Health Energy Holdings Inc,,,,,WHEN,Technology,14/04/2022,"50,300,274.13",5.76
BZWR.PK,Business Warrior Corp,,,,,BZWR,Technology,15/02/2023,"3,119,641.22",1.35
NETO.PK,NetObjects Inc,,,,,NETO,Technology,09/11/2000,31.78,
BDRL.PK,Blonder Tongue Laboratories Inc,,,,,BDRL,Technology,31/03/2022,"3,737,787.48",0.47
HAUP.PK,Hauppauge Digital Inc,,,,,HAUP,Technology,30/12/2013,"205,483.58",
KIWB.PK,Kiwibox.com Inc,,,,,KIWB,Technology,18/04/2017,688.49,
ADGO.PK,Advantego Corporation,,,,,ADGO,Technology,12/09/2022,"16,417.86",1.09
MRGN.PK,Mergence Corp,,,,,MRGN,Technology,16/04/2004,"1,844.99",
FRXX.PK,Forecross Corp,,,,,FRXX,Technology,,"3,371.84",
EBYH.PK,Strainsforpains Inc,,,,,EBYH,Technology,15/02/2012,"3,769,926.73",
MCAP.PK,MCAP Inc,,,,,MCAP,Technology,31/03/2011,"232,399,380.00",
OCC.OQ,Optical Cable Corp,,,,,OCC,Technology,22/12/2022,"34,542,226.66",0.61
BRTE.PK,Brightec Inc,,,,,BRTE,Technology,16/04/2010,146.47,
DGIV.PK,Digitcom Interactive Video Network,,,,,DGIV,Technology,,,
ADVCD.PK,Advant-e Corp,,,,,ADVCD,Technology,28/03/2013,"337,649,600.00",
MPU.A,Mega Matrix Corp,,,,,MPU,Technology,31/03/2023,"51,449,408.02",2.74
SRSN.PK,Strategic Resources International Inc,,,,,SRSN,Technology,,"24,217.70",
IMGI.PK,Imaginon Inc,,,,,IMGI,Technology,07/03/2001,23.98,
BCII.PK,Blockchain Industries Inc,,,,,BCII,Technology,29/10/2018,"2,505,407.79",-1.52
ENHT.PK,enherent Corp,,,,,ENHT,Technology,30/03/2010,52.38,
SWRM.PK,Appswarm Inc,,,,,SWRM,Technology,25/07/2013,"2,030,721.45",
EVOL.PK,Symbolic Logic Inc,,,,,EVOL,Technology,11/04/2022,"12,269,340.80",1.12
NWTT.PK,Nw Tech Capital Inc,,,,,NWTT,Technology,31/03/2008,"475,745.95",
QBAK.PK,Qualstar Corp,,,,,QBAK,Technology,28/03/2022,"4,475,402.25",0.21
BZTG.PK,Buzz Technologies Inc,,,,,BZTG,Technology,09/05/2006,"98,682.82",
PRZM.PK,Prism Technologies Group Inc,,,,,PRZM,Technology,31/03/2017,"1,007.37",
WLAN.PK,Wialan Technologies Inc,,,,,WLAN,Technology,,"5,337,122.95",
ATIW.PK,ATI Networks Inc,,,,,ATIW,Technology,,"3,400.00",
BZRT.PK,Bizrocket.Com Inc,,,,,BZRT,Technology,,509.92,
BTSR.PK,Brightstar Information Technology Group Inc,,,,,BTSR,Technology,,209.71,
AGTK.PK,Agritek Holdings Inc,,,,,AGTK,Technology,03/03/2021,"7,386.50",1.4
FULO.PK,FullNet Communications Inc,,,,,FULO,Technology,31/03/2023,"6,456,478.71",1.82
DIGI.PK,Digitiliti Inc,,,,,DIGI,Technology,16/04/2012,"420,650.07",
DLGI.PK,DataLogic International Inc,,,,,DLGI,Technology,17/04/2006,54.45,
PMSO.PK,Primal Solutions Inc,,,,,PMSO,Technology,15/04/2008,109.67,
NTFY.PK,Former NT Corp,,,,,NTFY,Technology,22/12/2012,"70,556.00",
CYIO.PK,CYIOS Corp,,,,,CYIO,Technology,02/04/2012,"1,519,685.63",
EVRC.PK,Evercel Inc,,,,,EVRC,Technology,25/10/2019,"71,254,352.46",0.15
HIPH.PK,New Electric CV Corp,,,,,HIPH,Technology,26/04/2013,"30,425,720.00",
IPLY.PK,Interplay Entertainment Corp,,,,,IPLY,Technology,24/05/2011,124.34,
CLRN.PK,Clarent Corp,,,,,CLRN,Technology,18/01/2001,"3,964.50",
